PF16704	PF00638
PF13765	PF00622
PF13765	PF11002
PF00622	PF11002
PF13855	PF15779
PF13855	PF14914
PF15779	PF14914
PF00092	PF01391
PF00046	PF03826
PF12796	PF00651
PF12796	PF13606
PF12796	PF00023
PF00651	PF13606
PF00651	PF00023
PF13606	PF00023
PF01576	PF00063
PF01576	PF02736
PF00063	PF02736
PF14604	PF00787
PF00620	PF00787
PF07703	PF17791
PF07703	PF01835
PF07703	PF00207
PF07703	PF07678
PF07703	PF07677
PF07703	PF17789
PF17791	PF01835
PF17791	PF00207
PF17791	PF07678
PF17791	PF07677
PF17791	PF17789
PF01835	PF00207
PF01835	PF07678
PF01835	PF07677
PF01835	PF17789
PF00207	PF07678
PF00207	PF07677
PF00207	PF17789
PF07678	PF07677
PF07678	PF17789
PF07677	PF17789
PF08434	PF13519
PF00929	PF06839
PF04774	PF00443
PF02820	PF12618
PF02820	PF18104
PF12618	PF18104
PF04111	PF17675
PF03493	PF00520
PF00514	PF16186
PF00514	PF01749
PF16186	PF01749
PF00989	PF00010
PF00063	PF06017
PF12796	PF02205
PF00090	PF03782
PF04218	PF03221
PF00612	PF00620
PF00612	PF00788
PF00612	PF00063
PF00620	PF00788
PF00620	PF00063
PF00788	PF00063
PF02373	PF02375
PF10148	PF15157
PF15371	PF14650
PF01399	PF05470
PF08466	PF17655
PF08466	PF01007
PF17655	PF01007
PF12473	PF00566
PF12430	PF12537
PF00010	PF00505
PF05920	PF16878
PF00377	PF11587
PF07648	PF03137
PF01565	PF02913
PF00069	PF00433
PF01392	PF01534
PF15936	PF00412
PF15936	PF00595
PF00412	PF00595
PF06017	PF00612
PF14604	PF00063
PF14604	PF06017
PF07645	PF00431
PF07645	PF00084
PF07645	PF00089
PF00431	PF00084
PF00431	PF00089
PF00084	PF00089
PF00928	PF01217
PF14797	PF14796
PF14797	PF01602
PF14796	PF01602
PF01582	PF13516
PF01582	PF13855
PF13516	PF13855
PF00640	PF00397
PF00531	PF00020
PF01094	PF07562
PF01094	PF00003
PF07562	PF00003
PF18503	PF01399
PF18503	PF18055
PF01399	PF18055
PF18098	PF01399
PF13180	PF18265
PF08515	PF01064
PF08515	PF07714
PF01064	PF07714
PF07686	PF07654
PF17218	PF00385
PF11942	PF03439
PF11942	PF00467
PF03439	PF00467
PF07531	PF05236
PF09033	PF02017
PF01608	PF16515
PF01608	PF07651
PF16515	PF07651
PF00688	PF00019
PF01167	PF16322
PF01398	PF13012
PF00625	PF12052
PF00632	PF00397
PF00613	PF00794
PF00613	PF00454
PF00613	PF00792
PF00613	PF02192
PF00794	PF00454
PF00794	PF00792
PF00794	PF02192
PF00454	PF00792
PF00454	PF02192
PF00792	PF02192
PF00198	PF02817
PF00198	PF00364
PF02817	PF00364
PF01773	PF07662
PF01773	PF07670
PF07662	PF07670
PF07645	PF10393
PF07645	PF12662
PF07645	PF00092
PF10393	PF12662
PF10393	PF00092
PF12662	PF00092
PF00085	PF04777
PF00085	PF18108
PF00085	PF18371
PF04777	PF18108
PF04777	PF18371
PF18108	PF18371
PF00568	PF02205
PF00568	PF00786
PF02205	PF00786
PF13185	PF00233
PF13185	PF01590
PF00233	PF01590
PF02985	PF18829
PF02985	PF18808
PF18829	PF18808
PF14700	PF00940
PF02816	PF08238
PF03451	PF00400
PF00013	PF00076
PF00350	PF02212
PF00350	PF01031
PF02212	PF01031
PF01137	PF05189
PF00454	PF00787
PF00454	PF00168
PF00787	PF00792
PF00787	PF00613
PF00787	PF00168
PF00787	PF00794
PF00792	PF00168
PF00613	PF00168
PF00168	PF00794
PF18190	PF18409
PF18190	PF00069
PF18190	PF00659
PF18409	PF00069
PF18409	PF00659
PF00069	PF00659
PF05004	PF04836
PF00017	PF00620
PF00017	PF16454
PF00620	PF16454
PF17753	PF17786
PF17753	PF02836
PF17786	PF02836
PF02176	PF00097
PF00054	PF07648
PF00054	PF03146
PF00054	PF00008
PF00054	PF00050
PF00054	PF01390
PF00054	PF00053
PF07648	PF03146
PF07648	PF00008
PF07648	PF00050
PF07648	PF01390
PF07648	PF00053
PF03146	PF00008
PF03146	PF00050
PF03146	PF01390
PF03146	PF00053
PF00008	PF00050
PF00008	PF01390
PF00008	PF00053
PF00050	PF01390
PF00050	PF00053
PF01390	PF00053
PF16493	PF05920
PF07303	PF10390
PF13765	PF07686
PF07686	PF00622
PF00105	PF00104
PF14604	PF03114
PF00373	PF16705
PF13882	PF00041
PF13882	PF00047
PF13882	PF07679
PF00041	PF00047
PF00047	PF07679
PF08487	PF13768
PF06732	PF16589
PF00008	PF01414
PF00008	PF07657
PF00008	PF12661
PF01414	PF07657
PF01414	PF12661
PF07657	PF12661
PF16905	PF08763
PF16905	PF00520
PF08763	PF00520
PF17820	PF00595
PF02121	PF02862
PF08156	PF01798
PF12336	PF00505
PF00147	PF01391
PF00219	PF00007
PF00219	PF00093
PF00007	PF00093
PF05726	PF02678
PF01759	PF00055
PF01759	PF00053
PF13765	PF00643
PF10524	PF00859
PF10524	PF03165
PF00859	PF03165
PF16421	PF02319
PF01074	PF07748
PF01074	PF17677
PF01074	PF09261
PF07748	PF17677
PF07748	PF09261
PF17677	PF09261
PF02786	PF01039
PF02786	PF00289
PF02786	PF08326
PF02786	PF00364
PF02786	PF02785
PF01039	PF00289
PF01039	PF08326
PF01039	PF00364
PF01039	PF02785
PF00289	PF08326
PF00289	PF00364
PF00289	PF02785
PF08326	PF00364
PF08326	PF02785
PF00364	PF02785
PF00169	PF08916
PF00169	PF00017
PF08916	PF00017
PF01388	PF12031
PF00017	PF07525
PF07679	PF02158
PF01825	PF02793
PF01825	PF16489
PF01825	PF00002
PF01825	PF00090
PF02793	PF16489
PF02793	PF00002
PF02793	PF00090
PF16489	PF00002
PF16489	PF00090
PF00002	PF00090
PF00629	PF00041
PF00629	PF00102
PF00041	PF00102
PF10291	PF00611
PF02376	PF00046
PF02800	PF00044
PF07653	PF00620
PF11540	PF00400
PF00780	PF00069
PF00780	PF00169
PF00069	PF00169
PF07686	PF00059
PF07686	PF00084
PF07686	PF00008
PF07686	PF00193
PF00059	PF00084
PF00059	PF00008
PF00059	PF00193
PF00084	PF00008
PF00084	PF00193
PF00008	PF00193
PF02373	PF13181
PF14957	PF00786
PF00403	PF00080
PF00046	PF04731
PF01223	PF01663
PF01223	PF01033
PF01663	PF01033
PF00412	PF16182
PF00412	PF02209
PF16182	PF02209
PF00610	PF00595
PF00610	PF02377
PF00610	PF00778
PF00610	PF12316
PF00595	PF02377
PF00595	PF00778
PF00595	PF12316
PF02377	PF00778
PF02377	PF12316
PF00778	PF12316
PF00271	PF00385
PF00271	PF00176
PF00271	PF18375
PF00271	PF13907
PF00385	PF00176
PF00385	PF18375
PF00385	PF13907
PF00176	PF18375
PF00176	PF13907
PF18375	PF13907
PF05739	PF00804
PF01562	PF00200
PF00005	PF06472
PF05965	PF00856
PF05965	PF05964
PF05965	PF00628
PF00856	PF05964
PF00856	PF00628
PF05964	PF00628
PF01352	PF02023
PF07719	PF16704
PF07719	PF00638
PF07719	PF01465
PF00931	PF00619
PF00931	PF17908
PF00931	PF00400
PF00619	PF17908
PF00619	PF00400
PF17908	PF00400
PF17286	PF05185
PF17286	PF17285
PF05185	PF17285
PF17820	PF09007
PF00078	PF12009
PF01846	PF00397
PF03801	PF18077
PF00629	PF11980
PF00629	PF00431
PF00629	PF00754
PF11980	PF00431
PF11980	PF00754
PF00431	PF00754
PF10540	PF00130
PF10540	PF00168
PF10540	PF06292
PF00130	PF00168
PF00130	PF06292
PF00168	PF06292
PF00623	PF05000
PF00623	PF04983
PF00623	PF04997
PF00623	PF04998
PF05000	PF04983
PF05000	PF04997
PF05000	PF04998
PF04983	PF04997
PF04983	PF04998
PF04997	PF04998
PF10584	PF00227
PF00617	PF00621
PF00617	PF00618
PF00617	PF00169
PF00621	PF00618
PF00618	PF00169
PF08321	PF00612
PF08321	PF13499
PF08321	PF00149
PF00612	PF13499
PF00612	PF00149
PF13499	PF00149
PF01968	PF02538
PF01968	PF05378
PF02538	PF05378
PF02760	PF02758
PF03131	PF00651
PF02518	PF10436
PF13181	PF13176
PF10401	PF00605
PF02828	PF00595
PF00028	PF08266
PF12179	PF18397
PF12179	PF00069
PF18397	PF00069
PF02188	PF02196
PF02188	PF00615
PF02188	PF00595
PF02196	PF00615
PF02196	PF00595
PF00615	PF00595
PF00625	PF00595
PF00625	PF07653
PF00625	PF00069
PF00625	PF02828
PF00595	PF07653
PF00595	PF00069
PF07653	PF00069
PF07653	PF02828
PF00069	PF02828
PF00787	PF00614
PF00787	PF13091
PF00614	PF13091
PF11851	PF00010
PF13405	PF08976
PF00790	PF01363
PF00790	PF12210
PF01363	PF12210
PF15898	PF12796
PF13193	PF00501
PF00069	PF10409
PF00278	PF02784
PF18784	PF18777
PF18784	PF08767
PF18784	PF18787
PF18784	PF03810
PF18784	PF08389
PF18777	PF08767
PF18777	PF18787
PF18777	PF03810
PF18777	PF08389
PF08767	PF18787
PF08767	PF03810
PF08767	PF08389
PF18787	PF03810
PF18787	PF08389
PF03810	PF08389
PF00176	PF12054
PF00271	PF12054
PF00690	PF00689
PF02750	PF02078
PF02750	PF10581
PF02078	PF10581
PF00643	PF00439
PF00643	PF00628
PF00439	PF00628
PF00435	PF15410
PF00435	PF00307
PF15410	PF00307
PF17820	PF00069
PF17820	PF08926
PF00069	PF08926
PF12931	PF12932
PF08337	PF01403
PF08337	PF17960
PF08337	PF01833
PF08337	PF01437
PF01403	PF17960
PF01403	PF01833
PF01403	PF01437
PF17960	PF01833
PF17960	PF01437
PF01833	PF01437
PF00630	PF00632
PF01403	PF00047
PF01805	PF08312
PF01805	PF00076
PF08312	PF00076
PF00076	PF11764
PF00076	PF00856
PF11764	PF00856
PF12114	PF08447
PF08952	PF02383
PF08952	PF03372
PF02383	PF03372
PF18072	PF02769
PF18072	PF18076
PF02769	PF18076
PF13716	PF00435
PF13716	PF00621
PF13716	PF00169
PF00435	PF00621
PF00435	PF00169
PF01562	PF00090
PF01562	PF01421
PF01562	PF17771
PF01562	PF05986
PF00090	PF01421
PF00090	PF17771
PF00090	PF05986
PF01421	PF17771
PF01421	PF05986
PF17771	PF05986
PF00069	PF03607
PF00595	PF00621
PF00595	PF09128
PF00595	PF17838
PF00621	PF09128
PF00621	PF17838
PF09128	PF17838
PF03166	PF03165
PF14603	PF07653
PF12349	PF16414
PF12349	PF02460
PF16414	PF02460
PF12598	PF00907
PF08557	PF00487
PF07679	PF01392
PF07679	PF07714
PF01392	PF07714
PF00641	PF02201
PF01193	PF01000
PF16646	PF00778
PF16646	PF08833
PF16646	PF00615
PF00778	PF08833
PF00778	PF00615
PF08833	PF00615
PF00626	PF02209
PF14575	PF07647
PF14575	PF00041
PF14575	PF01404
PF14575	PF07714
PF14575	PF07699
PF07647	PF00041
PF07647	PF01404
PF07647	PF07714
PF07647	PF07699
PF00041	PF01404
PF00041	PF07714
PF00041	PF07699
PF01404	PF07714
PF01404	PF07699
PF07714	PF07699
PF00618	PF00788
PF00788	PF00617
PF02798	PF14497
PF01424	PF01585
PF02210	PF06008
PF02210	PF00053
PF02210	PF00052
PF02210	PF06009
PF02210	PF00055
PF06008	PF00053
PF06008	PF00052
PF06008	PF06009
PF06008	PF00055
PF00053	PF00052
PF00053	PF06009
PF00052	PF06009
PF00052	PF00055
PF06009	PF00055
PF01756	PF02770
PF13844	PF00515
PF13844	PF13181
PF00515	PF13181
PF01477	PF00305
PF00560	PF01462
PF01462	PF13855
PF00041	PF00643
PF00041	PF18568
PF00041	PF13445
PF00041	PF13765
PF00643	PF18568
PF00643	PF13445
PF18568	PF13445
PF18568	PF00622
PF18568	PF13765
PF13445	PF00622
PF13445	PF13765
PF00505	PF09011
PF00870	PF07710
PF00870	PF07647
PF07710	PF07647
PF03372	PF00017
PF03372	PF00536
PF00017	PF00536
PF15865	PF03511
PF16725	PF17862
PF16725	PF00004
PF17862	PF00004
PF15494	PF00089
PF08506	PF03810
PF10613	PF01094
PF10613	PF00060
PF01094	PF00060
PF05739	PF14523
PF16159	PF00250
PF00664	PF00005
PF13855	PF17968
PF17968	PF13516
PF17968	PF01582
PF05190	PF05192
PF05190	PF00488
PF05190	PF05188
PF05192	PF00488
PF05192	PF05188
PF00488	PF05188
PF13640	PF08336
PF00957	PF13774
PF00730	PF07934
PF00069	PF14593
PF02758	PF00643
PF02758	PF00622
PF02758	PF13765
PF07885	PF02888
PF07885	PF03530
PF02888	PF03530
PF00271	PF04408
PF00271	PF07717
PF04408	PF00270
PF04408	PF07717
PF00270	PF07717
PF00566	PF12068
PF00566	PF02759
PF12068	PF02759
PF03256	PF00569
PF14604	PF12796
PF14604	PF01412
PF12796	PF00169
PF01412	PF00169
PF02008	PF12851
PF13855	PF01463
PF01437	PF18020
PF17960	PF18020
PF18020	PF01833
PF18020	PF01403
PF18020	PF08337
PF02145	PF11881
PF00400	PF08799
PF00389	PF02826
PF00200	PF08516
PF00200	PF01421
PF08516	PF01421
PF08516	PF01562
PF00046	PF03529
PF00069	PF00531
PF18104	PF00628
PF18104	PF14061
PF00628	PF14061
PF00735	PF15548
PF08375	PF01399
PF13520	PF13906
PF12045	PF00046
PF01747	PF14306
PF07502	PF00014
PF07502	PF00057
PF00014	PF00057
PF12026	PF14604
PF02709	PF13733
PF00620	PF00018
PF00620	PF00611
PF00018	PF00611
PF04707	PF00650
PF04707	PF03765
PF00650	PF03765
PF00211	PF06327
PF00211	PF16214
PF06327	PF16214
PF00169	PF00018
PF08397	PF02205
PF18086	PF00328
PF01079	PF01085
PF07714	PF00619
PF13293	PF00046
PF00779	PF00168
PF00779	PF00169
PF00779	PF00616
PF00168	PF00169
PF00168	PF00616
PF00169	PF00616
PF12894	PF00400
PF00076	PF18360
PF08572	PF06544
PF08572	PF01480
PF06544	PF01480
PF06201	PF00085
PF00092	PF03815
PF05699	PF05485
PF05699	PF14291
PF05485	PF14291
PF02020	PF02847
PF02020	PF02854
PF02847	PF02854
PF07531	PF08788
PF07531	PF01753
PF08788	PF01753
PF01055	PF16863
PF01055	PF00088
PF16863	PF00088
PF00856	PF05033
PF00856	PF00385
PF05033	PF00385
PF05902	PF09380
PF05902	PF00373
PF05902	PF08736
PF05902	PF09379
PF05902	PF04382
PF09380	PF04382
PF00373	PF04382
PF08736	PF04382
PF09379	PF04382
PF00916	PF01740
PF16212	PF16209
PF06773	PF08945
PF16675	PF00250
PF16675	PF16676
PF00250	PF16676
PF11956	PF00520
PF11956	PF03520
PF00520	PF03520
PF00927	PF01841
PF00927	PF00868
PF01841	PF00868
PF13639	PF02225
PF14604	PF00611
PF00001	PF03827
PF00018	PF14604
PF00018	PF00017
PF14604	PF00017
PF17916	PF01803
PF08311	PF00069
PF10470	PF10469
PF07679	PF07686
PF07686	PF00047
PF08726	PF00307
PF08726	PF00435
PF14497	PF13417
PF02798	PF13417
PF08241	PF12589
PF01369	PF00169
PF04739	PF16561
PF13499	PF13202
PF02883	PF01602
PF09177	PF05739
PF13181	PF16546
PF16546	PF00515
PF16881	PF04055
PF00152	PF01336
PF16208	PF00038
PF00917	PF00651
PF08232	PF00400
PF16360	PF01926
PF16360	PF13167
PF01926	PF13167
PF16187	PF00675
PF16187	PF05193
PF00675	PF05193
PF12661	PF00754
PF00008	PF00754
PF00670	PF05221
PF00557	PF01321
PF00557	PF16188
PF01321	PF16188
PF00225	PF16183
PF00225	PF00498
PF16183	PF00498
PF07645	PF01400
PF01400	PF00431
PF06297	PF00412
PF00307	PF02187
PF03016	PF09258
PF13191	PF14630
PF01342	PF00628
PF01342	PF03172
PF00628	PF03172
PF13191	PF14629
PF13191	PF00004
PF14629	PF00004
PF17862	PF09262
PF17862	PF09263
PF09262	PF09263
PF09262	PF00004
PF09263	PF00004
PF04824	PF04825
PF09514	PF01352
PF00169	PF00650
PF00169	PF07679
PF00169	PF00041
PF00435	PF00650
PF00435	PF07679
PF00435	PF00069
PF00435	PF00041
PF00650	PF00621
PF00650	PF07679
PF00650	PF00069
PF00650	PF00041
PF00621	PF07679
PF00621	PF00069
PF00621	PF00041
PF07679	PF00069
PF00069	PF00041
PF00089	PF01390
PF08374	PF08266
PF08374	PF00028
PF14572	PF13793
PF17978	PF17976
PF17978	PF01485
PF17978	PF00240
PF17976	PF01485
PF17976	PF00240
PF01485	PF00240
PF09111	PF00176
PF09111	PF13892
PF09111	PF00271
PF09111	PF09110
PF00176	PF13892
PF00176	PF09110
PF13892	PF00271
PF13892	PF09110
PF00271	PF09110
PF16471	PF09744
PF08474	PF01530
PF16201	PF11707
PF01352	PF05699
PF12448	PF04849
PF13087	PF13086
PF13087	PF16399
PF13086	PF16399
PF00096	PF05605
PF03399	PF16766
PF03399	PF16769
PF03399	PF16768
PF16766	PF16769
PF16766	PF16768
PF16769	PF16768
PF16492	PF15974
PF16492	PF00028
PF16492	PF08266
PF15974	PF00028
PF15974	PF08266
PF00498	PF12473
PF00498	PF12423
PF00498	PF00169
PF16183	PF12473
PF16183	PF12423
PF16183	PF00169
PF12473	PF12423
PF12473	PF00225
PF12473	PF00169
PF12423	PF00225
PF12423	PF00169
PF00225	PF00169
PF01593	PF04433
PF00640	PF00566
PF00640	PF11830
PF00566	PF11830
PF13855	PF00481
PF13855	PF00169
PF00481	PF13516
PF00481	PF00560
PF00481	PF00169
PF13516	PF00560
PF13516	PF00169
PF00560	PF00169
PF08517	PF00505
PF00173	PF00487
PF17708	PF04598
PF00040	PF00059
PF12413	PF00046
PF18366	PF00096
PF00008	PF12947
PF00008	PF07645
PF00008	PF00431
PF12947	PF07645
PF12947	PF00431
PF07686	PF00041
PF07686	PF08205
PF00041	PF08205
PF14604	PF02208
PF02208	PF00018
PF05670	PF11923
PF02799	PF01233
PF01582	PF01463
PF06367	PF06371
PF06367	PF06346
PF06367	PF06345
PF06367	PF02181
PF06371	PF06346
PF06371	PF06345
PF06371	PF02181
PF06346	PF06345
PF06346	PF02181
PF06345	PF02181
PF00233	PF00989
PF00046	PF00412
PF14260	PF03104
PF14260	PF15735
PF14260	PF00136
PF14260	PF08333
PF03104	PF15735
PF03104	PF00136
PF03104	PF08333
PF15735	PF00136
PF15735	PF08333
PF00136	PF08333
PF00017	PF17887
PF00017	PF07714
PF00017	PF18377
PF00017	PF18379
PF17887	PF07714
PF17887	PF18377
PF17887	PF18379
PF07714	PF18377
PF07714	PF18379
PF18377	PF18379
PF13778	PF02494
PF13778	PF00084
PF02494	PF00084
PF03720	PF00984
PF03720	PF03721
PF00984	PF03721
PF00782	PF14671
PF12796	PF01734
PF00027	PF00520
PF00027	PF08412
PF00520	PF08412
PF09325	PF03700
PF09325	PF00787
PF03700	PF00787
PF18770	PF04871
PF18770	PF04869
PF04871	PF04869
PF16622	PF00096
PF16622	PF01352
PF03127	PF00790
PF00300	PF01591
PF01472	PF01509
PF01472	PF08068
PF01472	PF16198
PF01509	PF08068
PF01509	PF16198
PF08068	PF16198
PF16905	PF16885
PF16885	PF08763
PF16885	PF00520
PF03144	PF11987
PF03144	PF00009
PF11987	PF00009
PF00643	PF02214
PF13445	PF02214
PF14604	PF00397
PF00397	PF00611
PF08523	PF01381
PF10357	PF18131
PF01471	PF00045
PF01471	PF00413
PF00045	PF00413
PF01556	PF00226
PF01556	PF00684
PF00226	PF00684
PF17035	PF00439
PF17035	PF17105
PF00439	PF17105
PF00400	PF08513
PF00112	PF08246
PF00075	PF01693
PF08599	PF16508
PF08599	PF00498
PF16508	PF00498
PF00782	PF03919
PF00782	PF01331
PF03919	PF01331
PF00047	PF13895
PF15951	PF11851
PF15951	PF00010
PF00400	PF00225
PF09279	PF00387
PF09279	PF16457
PF09279	PF00168
PF09279	PF00388
PF00387	PF16457
PF00387	PF00168
PF00387	PF00388
PF16457	PF00168
PF16457	PF00388
PF00168	PF00388
PF00226	PF10409
PF03456	PF02141
PF03456	PF03455
PF02141	PF03455
PF00057	PF00431
PF01421	PF07974
PF07974	PF00200
PF07974	PF08516
PF07974	PF01562
PF13855	PF12661
PF13855	PF00008
PF13855	PF02210
PF12661	PF02210
PF12661	PF01463
PF12661	PF01462
PF00008	PF02210
PF00008	PF01463
PF00008	PF01462
PF02210	PF01463
PF02210	PF01462
PF01463	PF01462
PF07645	PF00053
PF07645	PF12661
PF00057	PF00058
PF00057	PF12662
PF00058	PF12662
PF01179	PF02727
PF01179	PF02728
PF02727	PF02728
PF08912	PF00069
PF13812	PF17177
PF09469	PF02205
PF18577	PF18411
PF18577	PF01823
PF18411	PF01823
PF00168	PF07002
PF02892	PF05699
PF00610	PF12257
PF07647	PF00536
PF17811	PF00628
PF17811	PF02373
PF00628	PF02373
PF12807	PF13236
PF12807	PF15044
PF13236	PF15044
PF07525	PF12610
PF12610	PF00017
PF02375	PF18104
PF18104	PF02373
PF14237	PF00226
PF04153	PF04065
PF00023	PF00013
PF00013	PF12796
PF16879	PF08295
PF16879	PF02671
PF08295	PF02671
PF00370	PF02782
PF09049	PF09051
PF09049	PF09050
PF09051	PF09050
PF01437	PF13895
PF01403	PF13895
PF15905	PF15908
PF13330	PF00090
PF04212	PF00004
PF04212	PF17862
PF04212	PF09336
PF00004	PF09336
PF17862	PF09336
PF00125	PF16211
PF00125	PF01661
PF16211	PF01661
PF00307	PF00630
PF00249	PF15784
PF00630	PF00643
PF00630	PF01436
PF00630	PF13445
PF00643	PF01436
PF01436	PF13445
PF00069	PF12063
PF01753	PF01342
PF00270	PF00476
PF00271	PF00476
PF12937	PF00415
PF13855	PF00307
PF10568	PF17171
PF00094	PF06119
PF00094	PF08742
PF00094	PF12714
PF00094	PF00100
PF00094	PF01826
PF06119	PF08742
PF06119	PF12714
PF06119	PF00100
PF06119	PF01826
PF08742	PF12714
PF08742	PF00100
PF08742	PF01826
PF12714	PF00100
PF12714	PF01826
PF00100	PF01826
PF08383	PF03131
PF00041	PF00055
PF00041	PF00053
PF00041	PF02210
PF13866	PF13867
PF06479	PF00069
PF00041	PF09067
PF00855	PF11467
PF00249	PF04433
PF00887	PF00378
PF16568	PF16274
PF16568	PF00013
PF16274	PF00013
PF04494	PF00400
PF12901	PF00313
PF06220	PF00397
PF16482	PF00035
PF00472	PF03462
PF01839	PF08441
PF01839	PF00092
PF08441	PF00092
PF13639	PF08239
PF13639	PF00415
PF13639	PF08005
PF13639	PF03256
PF08239	PF00415
PF08239	PF08005
PF08239	PF03256
PF00415	PF08005
PF00415	PF03256
PF08005	PF03256
PF00096	PF00856
PF00270	PF18149
PF02889	PF18149
PF18149	PF00271
PF07830	PF00481
PF08801	PF03177
PF00400	PF12341
PF12341	PF12894
PF12796	PF00520
PF08711	PF01096
PF08711	PF07500
PF01096	PF07500
PF00648	PF00641
PF00617	PF00017
PF00076	PF12353
PF01435	PF16491
PF02637	PF02934
PF00431	PF00059
PF00431	PF01344
PF00431	PF01437
PF00059	PF01344
PF00059	PF01437
PF01344	PF01437
PF00018	PF00790
PF00018	PF02809
PF00790	PF02809
PF00171	PF00551
PF00171	PF02911
PF00171	PF00550
PF00551	PF02911
PF00551	PF00550
PF02911	PF00550
PF00003	PF18455
PF18455	PF01094
PF01549	PF00413
PF02984	PF00134
PF00781	PF12796
PF00781	PF00130
PF00781	PF00609
PF12796	PF00130
PF12796	PF00609
PF00130	PF00609
PF00069	PF00786
PF00615	PF00610
PF00615	PF18148
PF00615	PF00631
PF00610	PF18148
PF00610	PF00631
PF18148	PF00631
PF08150	PF08151
PF08151	PF00168
PF08151	PF08165
PF08151	PF16165
PF14324	PF02891
PF06155	PF02668
PF15975	PF01145
PF00650	PF00018
PF00069	PF00018
PF00018	PF07679
PF00018	PF00435
PF10522	PF05716
PF09045	PF16667
PF09045	PF00595
PF16667	PF00595
PF12485	PF07647
PF12485	PF07653
PF07647	PF07653
PF00085	PF00462
PF07724	PF10431
PF14604	PF00880
PF14604	PF00412
PF00880	PF00412
PF09230	PF02017
PF01428	PF01754
PF13181	PF17004
PF13181	PF08492
PF17004	PF08492
PF00520	PF18139
PF00270	PF11719
PF11719	PF00271
PF00271	PF16124
PF00271	PF06959
PF16124	PF00270
PF16124	PF06959
PF00270	PF06959
PF12799	PF00093
PF01448	PF17226
PF01448	PF00320
PF01448	PF01426
PF17226	PF00320
PF17226	PF01426
PF00320	PF01426
PF12474	PF00069
PF00130	PF00069
PF00130	PF00169
PF12661	PF00054
PF01462	PF00054
PF13855	PF00054
PF00054	PF01463
PF18806	PF08389
PF18806	PF03810
PF18806	PF18786
PF18806	PF18773
PF08389	PF18786
PF08389	PF18773
PF03810	PF18786
PF03810	PF18773
PF18786	PF18773
PF02825	PF00536
PF02825	PF02862
PF00536	PF02862
PF00651	PF00071
PF00412	PF01494
PF00412	PF00307
PF01494	PF00307
PF04815	PF08033
PF04815	PF04810
PF04815	PF00626
PF04815	PF04811
PF08033	PF04810
PF08033	PF00626
PF08033	PF04811
PF04810	PF00626
PF04810	PF04811
PF00626	PF04811
PF07653	PF00536
PF12485	PF00536
PF14703	PF13967
PF14703	PF02714
PF13967	PF02714
PF08736	PF00169
PF08736	PF00621
PF00169	PF09379
PF00169	PF09380
PF00169	PF00373
PF09379	PF00621
PF09380	PF00621
PF00621	PF00373
PF07679	PF01463
PF07738	PF09387
PF07738	PF18580
PF09387	PF18580
PF13181	PF06424
PF16489	PF02140
PF16489	PF02191
PF16489	PF02354
PF00002	PF02140
PF00002	PF02191
PF00002	PF02354
PF02140	PF02191
PF02140	PF02793
PF02140	PF01825
PF02140	PF02354
PF02191	PF02793
PF02191	PF01825
PF02191	PF02354
